ID,Game Session ID,Player ID,Event Type,Timestamp,Date Time,Latitude,Longitude,Altitude,Azimuth
5147,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609202403,2025-06-22 16:20:02.403,42.55715491,-87.95974241,173.68682861328125,151.39896
5148,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609204409,2025-06-22 16:20:04.409,42.5571549,-87.95974239,173.6900634765625,146.37608
5149,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609206410,2025-06-22 16:20:06.410,42.55715488,-87.95974239,173.69293212890625,144.26537
5150,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609208400,2025-06-22 16:20:08.400,42.55715491,-87.95974247,173.6844482421875,146.48648
5151,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609210405,2025-06-22 16:20:10.405,42.5571549,-87.95974252,173.68353271484375,146.03127
5152,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609212408,2025-06-22 16:20:12.408,42.55715486,-87.95974252,173.68505859375,151.56207
5153,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609214407,2025-06-22 16:20:14.407,42.55715484,-87.95974258,173.67877197265625,147.65207
5154,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609216409,2025-06-22 16:20:16.409,42.55715481,-87.95974262,173.67401123046875,147.66008
5155,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609218401,2025-06-22 16:20:18.401,42.55715479,-87.95974264,173.6734619140625,143.52165
5156,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609220405,2025-06-22 16:20:20.405,42.55715476,-87.95974266,173.670166015625,149.52876
5157,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609222408,2025-06-22 16:20:22.408,42.55715471,-87.95974267,173.6673583984375,142.12448
5158,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609224405,2025-06-22 16:20:24.405,42.55715468,-87.95974268,173.66448974609375,141.13275
5159,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609226400,2025-06-22 16:20:26.400,42.55715465,-87.95974268,173.66558837890625,71.735016
5160,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609228405,2025-06-22 16:20:28.405,42.55715463,-87.95974268,173.664306640625,112.87272
5161,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609230402,2025-06-22 16:20:30.402,42.55715461,-87.95974267,173.66278076171875,139.6121
5162,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609232403,2025-06-22 16:20:32.403,42.5571546,-87.95974267,173.66302490234375,145.43544
5163,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609234403,2025-06-22 16:20:34.403,42.55715458,-87.95974265,173.665283203125,144.54997
5164,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609236400,2025-06-22 16:20:36.400,42.55715456,-87.95974263,173.666015625,141.83049
5165,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609238406,2025-06-22 16:20:38.406,42.55715454,-87.95974262,173.66748046875,157.13414
5166,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609240409,2025-06-22 16:20:40.409,42.55715453,-87.95974262,173.66943359375,147.62927
5167,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609242402,2025-06-22 16:20:42.402,42.55715453,-87.95974262,173.6727294921875,149.68384
5168,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609244407,2025-06-22 16:20:44.407,42.55715452,-87.95974261,173.67474365234375,147.83234
5169,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609246404,2025-06-22 16:20:46.404,42.55715447,-87.95974264,173.6776123046875,143.99908
5170,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609248408,2025-06-22 16:20:48.408,42.55715444,-87.95974266,173.67938232421875,146.8165
5171,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609250407,2025-06-22 16:20:50.407,42.55715441,-87.95974265,173.68243408203125,140.36638
5172,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609252405,2025-06-22 16:20:52.405,42.55715436,-87.95974267,173.68426513671875,142.79771
5173,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609254406,2025-06-22 16:20:54.406,42.55715432,-87.95974265,173.68609619140625,145.67027
5174,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609256406,2025-06-22 16:20:56.406,42.55715428,-87.95974265,173.69000244140625,147.18158
5175,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609258404,2025-06-22 16:20:58.404,42.55715426,-87.95974266,173.69232177734375,147.06532
